idINS,distance,tt_bike,tt_car,tt_walk,tt_transit,part_transit,walktime
CRS3035RES200mN2629200E3466000,28870.380103581665,183.7961780165268,48.96952951306337,262.7851258787092,59.445890323405344,0.502679500854613,21.27695257573821
CRS3035RES200mN2629200E3466400,28654.076643334767,184.86772507462297,47.45396837810712,263.59577158200705,53.1928557908115,0.4820318304461737,13.566707228036025
CRS3035RES200mN2629200E3466600,28551.63256013634,183.69252084769798,49.873352674099415,262.0232089193022,58.468713624253084,0.5029336386225558,16.13593471119271
CRS3035RES200mN2632000E3464000,27531.249022740885,178.4271121636662,50.34763317830362,249.5398464918542,65.50613023340293,0.47126715553399817,15.041785487240016
CRS3035RES200mN2632000E3469400,32090.929929728,206.56178481553596,53.248444993115214,288.31868144912494,18.21978021978022,0.0010801956222401604,18.21978021978022
CRS3035RES200mN2636400E3479600,36943.86963372292,232.35643496528962,62.47999634636437,327.47089651077687,19,1.370113262696378e-4,19
CRS3035RES200mN2610000E3477000,30306.70024295837,192.83904003164096,57.249470294092696,269.99345989773116,19.462962962962962,7.627765064835994e-4,19.462962962962962
CRS3035RES200mN2614000E3491800,36312.856499338384,240.23701399251104,68.19464230411893,339.0495650215378,84.00802542709575,0.354317407584673,34.64594755661501
CRS3035RES200mN2614000E3495200,37580.47554522129,251.7669847124225,69.91263096001711,355.4384621552277,23.272727272727273,2.9399187513363267e-4,23.272727272727273
CRS3035RES200mN2614000E3495400,38145.33452202922,252.96153993634726,70.13212418676585,357.1417487889362,26.818181818181817,2.811968761583394e-4,26.818181818181817
CRS3035RES200mN2616800E3473000,31357.399573289415,205.4545216349753,53.18608075061137,287.7333557917852,77.73421995793963,0.42123321854569046,30.383868961227446
CRS3035RES200mN2616800E3479000,29963.97701225135,206.5925833223554,56.65556580160717,290.2355552628112,24.79815100154083,0.00854959820840469,24.79815100154083
CRS3035RES200mN2619400E3496800,38840.413674511416,257.7891660308704,69.02291214273139,364.111555842479,14.578947368421053,2.230177827337285e-4,14.578947368421053
CRS3035RES200mN2619600E3464400,26169.325122723458,162.52932291515376,48.64626601214157,234.33340110959432,49.28878939211296,0.5903651203996866,17.748195527565226
CRS3035RES200mN2622600E3463400,29000.738607190713,187.32949294328327,38.913879253127625,271.2404418118292,40.06477404118183,0.5090478754711782,16.803018524440912
CRS3035RES200mN2625000E3477400,30832.947664958592,207.0030842460597,52.172802778249995,289.98170094955924,71.74196087930721,0.40102484396629184,11.551671410403925
CRS3035RES200mN2625000E3477600,30738.206652713965,204.28337193030254,53.946550421677046,286.19447918859674,71.74150669169745,0.4089957770374865,11.926097620056932
CRS3035RES200mN2626600E3462800,38213.33533740381,249.59116027265333,48.01995343574975,360.5811555040253,37.49391128933061,0.38007835510383453,19.04633570321533
CRS3035RES200mN2626600E3463400,37408.18524029303,245.42855653591366,48.13212089047263,355.26199569737577,42.953947206573346,0.385236502175005,24.21706561047013
CRS3035RES200mN2626600E3463600,37514.43239521068,247.82021398189912,47.248337049598,358.312747100376,42.50530148343132,0.38082969514137366,24.353750399763847
CRS3035RES200mN2628800E3467400,33381.29790587457,213.5437672214262,54.81050369227378,301.5637606083985,64.01990276079725,0.3876446599801609,25.754772397714017
CRS3035RES200mN2631200E3478200,38341.62458312533,240.7515526709928,59.00104842735902,339.6409585621567,27,1.9970044932601117e-5,27
CRS3035RES200mN2631400E3460000,33906.399601480916,216.87285519243306,49.00821638110232,314.99276761663447,66.32393923819313,0.43076960922989876,17.617734566843684
CRS3035RES200mN2610400E3487800,35962.20499541298,228.48504039537156,64.90712023911692,321.41761119824804,18.36,3.699209848776301e-4,18.36
CRS3035RES200mN2610600E3468600,29892.04500895284,191.1898388488838,44.512398716974324,268.07275631529455,81.75314887466446,0.49909183423720516,22.49320669006815
CRS3035RES200mN2614200E3472000,27406.343330062668,174.57419336490196,50.96405159051814,242.5689745886841,76.93790045619973,0.5548398105882857,19.447496027474497
CRS3035RES200mN2617200E3468800,25313.41342675344,162.90867233860075,45.98016729820545,225.09491670837178,68.12933697718636,0.48136126403088575,17.257961026615977
CRS3035RES200mN2620200E3480800,32045.794013033825,220.34655415244325,58.216669451672196,309.8838413979136,NA,NA,NA
CRS3035RES200mN2623400E3472800,31173.9845478468,202.3896586558248,51.25670029806817,285.1695621266353,62.16609851712971,0.43902074005711933,11.93039884097496
